Site_Num,STAID,STANAME,Q_Avg,Q100,Q710,record_length,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,LAT_CENT,DRAIN_SQKM,LAT_GAGE,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAX_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,FLOWYRS_1900_2009,FLOWYRS_1950_2009,STREAMS_KM_SQ_KM,MAINSTEM_SINUOUSITY,BFI_AVE,PERDUN,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,FRESHW_WITHDRAWAL,FRAGUN_BASIN,FORESTNLCD06,DECIDNLCD06,PDEN_2000_BLOCK,NUTR_ECO_SITE,ECO2_BAS_DOM,ECO3_BAS_DOM,ECO3_BAS_PCT,HLR_BAS_PCT_100M,PNV_BAS_DOM,PNV_BAS_PCT,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MEDIAN_M_BASIN,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES
90,1427500,CALLICOON CREEK AT CALLICOON NY,176.7990221,14155.8,6.303049967,55,14,2.03,41.792941,286.6,41.760922,119.83,110.85,7.21,7.2,13.1,14.4,66.8,65,269.4,138.2,268,143,129.6,127,12.2,9.6,12,9,574.6,27.2,0.059,9.4,7.07,9,10.1,11.32,11.33,11.02,10.63,10.44,9.72,10.65,9.15,6.31,12.37,17.11,19.66,18.81,14.78,8.82,42,33,0.52,1.81,45.8,2.1,11.53,141,497.8,21.3,14.2,39,108.9,101.4,62.1,37,25.2,25.5,32.7,50.7,37.6,555.7,75.4,50.6,64.58,46.23,21.74,8,5.3,62,100,99.9,50,94.4,0.1,1.33,1.44,1.02,3.73,50.23,63.21,38.36,55.84,14.9,54.16,30.93,0.25,120.38,438.1,724,422,0.427,0.395,11,180.6
91,1433500,MONGAUP RIVER NEAR MONGAUP NY,345.1548027,19480.7,19.42546215,61,20,1.44,41.668328,523.7,41.461481,121.65,119.82,7.63,8.6,13.34,14.4,67.3,67,274.4,132.7,281,128,121.5,114,11.6,8.8,11,8,589.2,26.6,0.059,9.27,7.24,9.4,10.45,11.88,11.47,10.91,10.37,10.96,9.6,10.44,9.33,6.77,12.82,17.49,20.13,19.19,15.17,9.26,55,45,0.62,1.3,46.7,2.2,11.83,259.3,635.9,22.9,16.2,44.9,110.5,97,59.6,35.5,23.9,24.8,31.5,50.9,39.5,557.2,85.4,28.7,79.71,44.59,35.58,8,5.3,62,100,84.7,49,83.5,0.1,1.41,1.49,1.19,3.28,52.9,67.62,39.65,59.78,16.54,49.9,33.56,0.26,130.18,415.2,678,410,0.466,0.455,6.7,191.8
92,143400680,E BR NEVERSINK R NORTHEAST OF DENNING NY,33.83403139,5875.3,2.767325602,23,7,3.08,41.981183,23.4,41.967037,164.63,148.8,4.83,5.1,9.56,11.4,70.2,69,265.9,139.7,267,139,130.7,128,12,9.2,12,9,489.2,35.3,0.016,13.63,10.43,13.92,13.53,15.54,14.47,13.33,12.96,14.48,13.76,15.18,13.31,3.21,9.58,13.89,16.36,15.63,11.65,6.12,19,19,0.41,1.11,49,2,9.8,28.3,630.3,26.8,13.3,20.8,101.5,180.3,167.2,108.2,74.3,73.4,86.5,94.5,51.6,998.5,206.4,4,99.99,61.78,1.53,8,5.3,58,100,98.9,50,72.4,0.1,1.24,1.39,0.65,5.56,29.38,53.69,34.65,45.98,15.25,60.11,24.64,0.22,198.02,899.5,1263,899,0.403,0.402,23.9,216.1
93,1434017,EAST BR NEVERSINK RIVER NR CLARYVILLE NY,74.32045193,8210.3,6.781321497,26,8,1.89,41.9632,59.5,41.92537,153.66,139.84,5.16,5.6,10.35,12.1,69.5,69,266.7,139.2,267,140,130,133,12.2,9.5,13,10,501.3,33.2,0.028,12.67,9.5,12.65,12.65,14.5,13.6,12.81,12.52,13.95,12.79,13.81,12.18,3.94,10.27,14.66,17.12,16.32,12.34,6.78,18,18,0.34,1.15,49.1,2.2,10.56,29.3,632.4,24.3,13,23.7,103.7,161.4,130.5,83.2,56.6,57.1,69,81.1,47,850.5,206.4,5.3,99.38,68.8,1.43,8,5.3,58,100,99.1,50,77.2,0.1,1.2,1.4,0.68,5.49,32,54.6,35.3,46.83,15.26,60.1,24.64,0.23,177.22,797.2,1263,775,0.37,0.34,20.3,203.8
94,1434021,W BR NEVERSINK R AT WINNISOOK L NR FROST VALLEY NY,2.794334236,332.5,0.118025756,22,9,3.42,42.007494,2.2,42.011203,174.82,161.82,4.73,4.7,8.85,9.5,70,70,265.3,140.1,265,139,129,126,12,9.5,12,9,483.5,36.3,0.005,14.26,11.2,14.79,14.05,16.17,14.9,13.74,13,14.48,14.27,16.16,14.05,2.7,9.09,13.37,15.87,15.14,11.16,5.67,18,18,0.86,1.04,48.9,2,8.55,33.7,561.6,27.6,13.6,19,98.1,185.9,184.8,124,85.2,82.3,94.3,99.4,53.2,1067.4,206.4,12,99.92,55.37,3,8,5.3,58,100,94.8,50,100,0.1,1.28,1.38,0.61,5.65,26.47,52.69,33.93,45.03,15.24,60.11,24.65,0.21,210.81,1029.7,1228,1039,0.526,0.548,25.5,289.5
95,1434025,BISCUIT BK ABOVE PIGEON BK AT FROST VALLEY NY,10.91708247,1435.8,0.403452039,34,7,3.34,42.015096,9.7,41.99537,160.13,151.89,4.7,4.6,9.68,10.9,69.9,70,265.1,141.1,265,142,129.5,130,11.9,9.6,12,10,486.6,36.6,0.023,13.24,9.95,13.52,13.13,15.12,14.09,13.09,12.98,14.54,13.36,14.42,13.03,3.35,9.72,14.03,16.5,15.76,11.78,6.25,26,26,0.47,1.06,47.9,2,9.54,21.8,634.4,24.4,12.9,17.5,92.3,176.6,166.4,107.2,72.7,70.3,80.8,88.9,47.6,957.8,206.4,6,99.76,95.98,0.92,8,5.3,58,100,99.7,50,72.4,0.1,1.21,1.4,0.67,5.51,31.2,54.32,35.1,46.57,15.25,60.11,24.64,0.23,166.42,870.1,1108,873,0.507,0.513,23.3,180.2
96,1434498,WEST BRANCH NEVERSINK R AT CLARYVILLE,114.3842468,15761.7,8.063378918,26,10,1.94,41.988189,87.9,41.920369,154.89,137.09,4.91,6,10.38,12,69.8,69,265.2,141.5,268,139,131.4,134,12.4,9.7,14,10,494.3,35.6,0.031,12.75,9.44,12.77,12.75,14.6,13.69,12.81,12.84,14.3,12.83,13.7,12.43,3.96,10.25,14.67,17.13,16.32,12.38,6.79,18,18,0.48,1.21,48.2,2.4,10.11,32.2,631.1,23.7,12.2,18.6,94,172.2,151.9,95.7,65.6,64.4,74.9,83.7,46,902.9,205.1,5.1,97.89,88.6,0.9,8,5.3,58,100,72.4,50,90.6,0.1,1.18,1.41,0.69,5.46,32.91,54.92,35.52,47.14,15.26,60.1,24.64,0.23,170.62,787.3,1228,777,0.4,0.386,20.3,176
97,1435000,NEVERSINK RIVER NEAR CLARYVILLE NY,198.0091195,23768.7,13.20899304,79,13,2.35,41.968898,172.5,41.890092,152.02,133.66,5.16,6.9,10.56,12.7,69.6,68,266.2,140.2,270,134,131.1,128,12.5,9.7,13,10,502.5,34.1,0.032,12.5,9.31,12.46,12.51,14.34,13.48,12.71,12.56,13.96,12.62,13.52,12.06,4.15,10.44,14.87,17.35,16.53,12.57,6.97,68,58,0.42,1.23,48.6,2.4,10.48,33,632,23.9,12.7,21.8,99.8,165.7,137.9,87.2,59.7,59.6,70.6,81.3,46.2,866.4,192.9,4.6,98.32,78.15,1.7,8,5.3,58,100,85.5,50,82.2,0.1,1.18,1.41,0.71,5.41,33.68,55.16,35.68,47.41,15.2,60.08,24.72,0.23,169.99,769.1,1263,752,0.379,0.358,19.8,185.2
98,1496500,OAKS CREEK AT INDEX NY,171.3530244,3296.4,3.703228586,62,9,1.28,42.817814,265,42.665631,110.95,105.9,6.83,7.1,12.39,13.2,65.4,65,265.2,142.3,262,144,146.4,142,15,10,15,10,568.7,27.7,0.088,7.54,6.27,8.48,9.31,10.12,11.03,10.57,10.08,10.92,8.81,9.69,8.27,5.79,12.08,17.01,19.41,18.44,14.49,8.64,59,45,0.71,1.55,46.7,3.2,12.12,163.4,574.2,18.7,11.7,29.5,97.2,92.9,56.6,33.8,21.8,23.7,32.1,50,33.9,501.9,3.1,64.5,33.63,23.07,18.94,7,8.1,83,63.3,63.7,50,98,0.13,1.9,1.41,2.69,3.32,54,69.02,47.34,63.61,18.51,55.68,25.81,0.29,92.72,468,639,464,0.4,0.386,8,145.9
99,1498500,CHARLOTTE CREEK AT WEST DAVENPORT NY,251.1844783,11840.9,7.782675212,38,13,1.89,42.4889,432.8,42.44508,104.89,104.91,6.75,7,12.81,13.5,65.6,66,262.7,144.9,262,146,135.6,137,13.3,10,13,10,560.2,27.3,0.095,6.77,5.9,7.9,8.97,10.23,10.55,10.12,9.31,9.86,8.7,9.33,7.44,5.42,11.57,16.5,18.91,18.04,14.22,8.33,37,26,0.56,1.36,40.9,2.8,11.03,82.5,571.5,17.5,11,29.5,94.8,88.6,52.8,31,20.4,22.1,30.1,45.7,31.9,475.4,119.8,40.9,66.67,46.72,11.35,8,5.3,58,100,93.6,50,94.7,0.12,1.97,1.34,1.89,3.89,44.98,65.56,42.01,58.04,13.72,58.42,27.85,0.25,93.41,559,829,570,0.429,0.452,10.5,209.2
100,1500500,SUSQUEHANNA RIVER AT UNADILLA NY,1573.135454,34081.8,78.07905087,82,20,1.69,42.583868,2553.3,42.32147,108.21,101.47,6.93,7.3,12.81,13.9,65.7,67,263.5,144,267,143,140.7,139,14.1,10.1,13,10,568.8,27.4,0.086,7.32,6.22,8.27,9.26,10.14,10.88,10.24,9.73,10.11,8.67,9.4,7.93,5.77,12,16.95,19.33,18.42,14.52,8.62,60,49,0.74,1.43,43.7,2.7,11.29,106,572.7,18.3,11.8,31,96.5,89.7,54.5,31.9,20.5,22.2,29.9,46.9,33,486.2,44,49.3,56.86,40.22,22.59,7,8.1,60,47.5,80.9,50,97.6,0.12,2.07,1.37,1.88,3.68,47.64,65.99,43.36,59.26,15.85,57.07,27.08,0.26,93.73,499.6,829,500,0.38,0.38,10.7,187.2
101,1502000,BUTTERNUT CREEK AT MORRIS NY,99.35605014,5230.6,4.099577093,58,10,1.42,42.642206,152.2,42.545354,107.25,104.73,7.12,7.2,13.03,13.6,64.9,66,264,144,264,144,142.9,140,14.8,10,14,10,574.6,25.9,0.083,7.23,6.12,8.07,9.16,9.97,10.64,9.99,9.5,10.42,8.58,9.34,8.18,5.95,12.2,17.16,19.53,18.6,14.74,8.79,56,45,0.66,1.23,46.4,2.8,11.4,127.1,573,20.8,14.6,38.6,99.4,80.4,49.7,28.7,17.6,20.2,27.1,46.9,35.8,480,3,53.6,54.62,39.68,12.09,7,8.1,60,100,74.7,50,96.8,0.13,1.97,1.33,2.16,3.02,47.81,67.4,47.62,61.06,18.51,59.21,22.28,0.26,89.62,478,648,483,0.462,0.478,9.3,182.3
102,1502500,UNADILLA RIVER AT ROCKDALE NY,878.4556566,20346.2,44.04040891,86,13,1.39,42.690708,1346.2,42.377856,107.55,100.71,7.1,7.4,12.86,13.9,65.1,66,265.5,142.3,267,143,143.6,133,14.7,10,13,10,576.4,27,0.085,7.17,6.05,8.07,9.11,10.02,10.6,10.02,9.5,10.69,8.69,9.37,8.18,6.02,12.28,17.26,19.65,18.73,14.81,8.82,69,54,0.73,1.43,46.7,2.6,11.36,142.7,573.9,18.7,12.4,31.7,96.3,86.5,53,30.9,19.3,21.3,28.3,46,33.3,477.7,13.9,52.8,47.42,33.72,15.43,7,8.1,60,84.5,59.3,50,98.1,0.12,2.39,1.39,1.75,3.37,51.23,66.31,44.41,60.18,16.79,56.67,26.55,0.26,89.38,452,648,459,0.438,0.458,8.9,164.6
103,1503000,SUSQUEHANNA RIVER AT CONKLIN NY,3676.899579,72146.9,181.2200688,105,16,0.91,42.450733,5790.8,42.035355,108.25,98.97,7.12,7.8,12.89,14.3,66.2,68,266.1,141.7,275,132,140.8,136,13.9,10.1,13,10,575.9,27.3,0.083,7.33,6.26,8.2,9.29,10.11,10.8,10.2,9.55,10.26,8.77,9.44,8.02,6.07,12.27,17.2,19.6,18.72,14.77,8.8,96,60,0.72,1.66,43.4,2.5,11.17,103.7,572.7,18.4,12.1,31.7,96.9,89.1,54.3,31.9,20.6,22,29.4,46.3,33.1,485.8,39.4,47.1,58.87,39.5,21.5,7,8.1,60,70.8,74.4,50,98,0.12,2.03,1.38,1.78,3.45,49.15,66.57,44.23,59.92,16.46,57.1,26.43,0.26,92.66,471.6,829,473,0.377,0.38,10.5,181
104,1505000,CHENANGO RIVER AT SHERBURNE NY,413.9993013,13017,22.62792169,81,17,1.39,42.806308,661.4,42.678682,106.52,98.02,7.02,7.4,12.81,13.6,65.4,65,267.5,139.3,267,140,142.6,138,14.7,10,13,10,576.7,28.2,0.079,7.18,6.18,7.83,8.94,9.9,10.64,9.6,9.01,10.91,8.72,9.36,8.28,6.04,12.33,17.38,19.8,18.84,14.91,8.87,61,50,0.76,1.25,48.2,2.2,11.66,173.2,583.2,15.7,9.6,24.2,90.8,93.2,56.6,31.6,19.8,21,27,43.1,29.3,461.9,14.6,53,39.53,31.74,25.65,7,8.1,60,83.4,73.4,50,99.1,0.13,2.08,1.34,3.56,3.15,51.61,67.97,46.9,61.85,16.75,58.92,24.32,0.27,87.31,437.6,606,440,0.419,0.428,8.6,147.5
105,1505500,CANASAWACTA CREEK NEAR SOUTH PLYMOUTH NY,99.22008762,7693.6,0.893958996,32,12,2.17,42.626545,150.7,42.563961,107.29,103.47,6.9,7.4,12.38,13.3,67,66,265.7,141.6,263,143,143,138,14.4,10,14,10,569.5,28.7,0.085,7.17,6.32,7.82,9,10.02,10.7,9.84,9.13,11.3,8.97,9.27,8.23,5.9,12.17,17.18,19.62,18.71,14.77,8.72,30,26,0.71,1.3,43.7,2.3,11.3,139.4,580,17.6,10.9,25.8,97.3,104.2,64.5,36,22.4,24.3,32.1,48.3,32.7,516.2,50.4,37.3,67.08,43.67,12.89,7,8.1,60,100,53.3,50,99.9,0.13,1.42,1.32,2.19,2.92,48.32,67.82,48.44,61.32,17.85,61.08,21.07,0.25,90.74,500.4,610,511,0.61,0.648,8.6,144
106,1507000,CHENANGO RIVER AT GREENE NY,936.248143,25121.1,48.05779914,81,16,1.12,42.640606,1527.5,42.324519,105.65,100.32,7.14,7.5,12.87,14,66.2,68,266.6,140.6,272,137,141.8,145,14.3,10,14,10,579.2,27.8,0.082,7.04,6.14,7.8,8.97,9.84,10.68,9.62,9.04,10.68,8.7,9.24,8.1,6.15,12.4,17.41,19.82,18.92,14.96,8.91,33,21,0.74,1.67,45.5,2.2,11.36,175.2,581.3,16.9,10.9,28,94,91,55.6,31.2,19.4,20.3,26.9,43.3,30.8,468.2,34.9,47.2,53.31,36.95,27.61,7,8.1,60,92.8,60,50,98.8,0.13,1.95,1.36,2.56,3.11,50.71,67.58,46.07,61.18,17.05,58.07,24.88,0.26,87.77,441,610,447,0.502,0.519,8.5,171.5
107,1507500,GENEGANTSLET CR AT SMITHVILLE FLATS NY,134.4756824,5556.4,1.60964434,34,13,2.04,42.490906,211.7,42.39285,106.92,101.44,7.22,7.5,12.64,13.8,68.7,69,271.3,136.7,274,135,146.9,143,14.7,10.2,14,10,581.8,27.3,0.084,6.97,6.3,7.88,9.15,9.68,10.59,9.82,9.24,10.95,8.93,9.26,8.2,6.23,12.44,17.45,19.93,19.04,15.01,8.98,32,21,0.84,1.14,44.3,2.6,11.53,200.5,580,18.3,12.3,32.4,98.2,87.2,53.3,30,18.4,19.7,27.4,43.4,32.9,473.4,48.9,28.1,79.87,39.98,7.79,7,8.1,60,100,94.6,50,98.1,0.13,1.51,1.32,2.24,2.88,47.49,68.31,48.84,61.87,18.88,60.02,21.1,0.26,90.73,459.3,595,458,0.535,0.531,5.9,176
108,1509000,TIOUGHNIOGA RIVER AT CORTLAND NY,515.0917325,15346.7,31.12917415,79,10,0.75,42.725061,759.8,42.602848,106.75,101.93,6.91,7.8,12.33,13.5,69.2,69,276.2,133.6,284,128,147.2,148,15.6,9.8,17,9,573.5,28.7,0.085,6.87,6.35,7.82,8.79,9.45,10.88,9.69,8.89,11.33,9.03,9.26,8.28,5.94,12.22,17.21,19.71,18.87,14.85,8.8,70,59,0.74,1.38,51.6,2.2,11.31,123.6,577.5,17.4,10.6,24.9,93.7,99.2,61.2,34.5,21.1,23,30.4,47,31.9,494.9,18.6,51.1,49.38,40.64,48.02,7,8.1,60,92.9,62.6,50,99.2,0.13,2.59,1.35,2.09,3.24,49.16,66.86,45.66,60.86,17.43,57.04,25.53,0.26,89.43,460.5,635,461,0.43,0.431,10.3,185.2
109,1510000,OTSELIC RIVER AT CINCINNATUS NY,278.433152,9894.9,7.855308855,75,9,1.41,42.687845,383,42.541181,107.74,109.37,6.8,7.5,12.41,13.7,68,69,270.4,137.3,277,132,146.8,154,15.1,10,16,10,569.1,28.9,0.086,7.03,6.29,7.8,8.93,9.85,10.58,9.85,8.99,11.62,9.08,9.25,8.39,5.94,12.22,17.21,19.69,18.76,14.82,8.75,66,55,0.75,1.42,46.6,2.1,11.49,115.3,580,16.8,9.5,22.6,93.7,106.7,65.6,36.7,22.5,26.1,34.1,49.3,31.9,515.5,30.7,39.1,62.06,45.34,9.04,7,8.1,60,100,80,50,99.5,0.13,2.06,1.33,2.06,3.08,49.27,66.75,46.8,60.45,17.12,60,22.88,0.25,90.95,483.3,650,490,0.507,0.527,10.8,169.6
110,1510500,OTSELIC RIVER NEAR UPPER LISLE NY,378.0899119,16032.3,12.06016057,34,9,1.18,42.633879,566.3,42.421739,107.86,99.72,6.97,7.5,12.54,13.4,68.4,70,271.9,136.2,277,132,147.7,136,15.2,10,13,9,574.9,28.4,0.083,7.04,6.34,7.87,9.02,9.75,10.57,9.77,9.1,11.45,9.11,9.31,8.44,6.05,12.3,17.3,19.79,18.87,14.9,8.84,32,20,0.76,1.39,46.1,2.3,11.33,130.7,580,17.5,10.4,25.3,95.3,101.5,62,34.8,21.3,24.3,32.5,48.2,32.4,505.5,27.6,42.2,62.19,43.85,9.9,7,8.1,60,100,55.3,50,99.3,0.13,2.07,1.33,2.06,3.07,49.19,66.93,46.91,60.66,17.34,59.72,22.94,0.26,90.93,465.8,650,469,0.477,0.486,9.8,176.4
111,1512500,CHENANGO RIVER NEAR CHENANGO FORKS NY,2496.588889,63800.9,128.131895,105,14,1.21,42.606369,3833.7,42.218131,105.51,97.32,7.14,7.8,12.72,13.9,68,69,271.9,136.6,278,132,143.6,137,14.7,9.9,13,9,579.9,27.8,0.083,6.87,6.23,7.78,8.94,9.62,10.67,9.6,8.98,10.8,8.78,9.19,8.14,6.15,12.39,17.4,19.86,18.97,14.98,8.93,96,60,0.77,1.61,46.7,2.2,11.32,145.8,579.8,17.2,11,28.1,94.1,91.2,55.7,31.3,19.3,20.6,27.4,43.3,31,470.1,32.7,47.1,56.04,38.46,27.75,7,8.1,60,95.7,50.7,50,99.1,0.13,2.07,1.35,2.29,3.11,49.51,67.32,46.54,61.04,17.49,58.48,24.03,0.26,88.33,443.8,650,445,0.464,0.468,9.1,173.4
112,1520500,TIOGA RIVER AT LINDLEY NY,825.6463625,104806,17.0911692,88,20,1.21,41.875611,1987.2,42.028685,92.2,84.73,7.29,8,13.53,14.8,67.1,66,269.9,135.7,271,133,117.2,114,11.8,8.3,12,8,574,25.2,0.132,5.45,5.05,6.81,7.62,8.43,11.64,8.93,8.16,9.12,7.58,7.47,6.1,6.78,12.86,17.53,19.88,19,15.08,9.11,64,45,0.7,1.97,35.3,1.8,10.94,98.6,382.5,12.4,8.7,26.3,71.3,59,39.3,22.1,14.3,13.5,17.8,26.3,20.6,331.7,6,50.9,59.05,44.85,15.03,7,8.1,60,64.8,62,50,69,0.12,1.59,1.36,1.53,3.31,49.36,69.66,47.2,62.18,17.17,58.91,23.92,0.24,76.21,527.4,779,524,0.483,0.476,12.5,197.3
113,1521500,CANISTEO RIVER AT ARKPORT NY,36.25307392,3050.1,0.643918478,82,12,1.87,42.375331,79.7,42.395902,94.63,88.2,7.19,7.6,12.93,14,66.4,67,267,142.4,270,139,137.8,135,13.9,10,13,10,572.3,25.8,0.138,5.41,4.84,6.48,7.7,8.52,11.55,9.12,8.67,9.88,8.1,7.81,6.55,6.21,12.32,17.15,19.39,18.44,14.76,8.88,72,60,0.41,1.58,36.6,1.9,10.76,66.6,381.9,12.8,8.2,23.9,70.6,58.9,41.7,24.5,16,17.8,21.7,32.5,22.7,351.1,5.6,31.4,75.4,54.37,4.23,7,8.1,60,100,68.7,50,81.5,0.13,1.95,1.33,2.15,3.05,47.97,67.37,47.57,61.04,18.42,59.23,22.35,0.26,77.42,553.2,685,558,0.589,0.604,9.3,88.7
114,1523500,CANACADEA CREEK NEAR HORNELL NY,68.31607375,14908.6,3.617825381,76,19,2.02,42.298612,151.7,42.334792,95.41,89.4,7.31,7.5,13.09,14,66.6,67,266.2,142.5,268,140,140,133,14.2,10,13,10,576.3,27,0.134,5.5,4.85,6.64,7.74,8.7,11.63,9.18,8.49,9.91,8.15,7.95,6.7,6.26,12.34,17.09,19.33,18.4,14.73,8.86,67,60,0.35,1.32,35.8,2,10.9,69.5,382.1,14.8,9,23.4,73,66.6,47.2,27.1,17.3,20.7,27.3,41.5,26.8,394.6,7.8,39.1,69.96,51.16,42.76,7,8.1,60,100,58.4,50,84.2,0.13,2.36,1.34,2.05,3.17,48.73,66.65,46.43,60.46,17.82,58.58,23.6,0.26,78.99,563.8,717,575,0.57,0.601,11.5,86.9
115,1526000,TUSCARORA CR NR SOUTH ADDISON NY,93.94904781,19365,0.025309988,36,11,1.95,42.106365,295.2,42.06674,87.56,87.11,7.33,7.8,13.7,14.5,66.1,66,267.1,137.5,269,133,120.1,115,12,8.5,12,8,576.3,24.3,0.15,4.73,4.57,6.02,7.05,8.31,11.06,8.78,7.7,8.86,7.57,7.06,5.66,6.68,12.78,17.47,19.75,18.9,15.03,9.09,33,21,0.39,1.22,34.3,1.9,11.19,91.7,380,11.1,7.7,24,65.3,50.1,35.2,19.9,12.6,12.3,16,23.3,18.1,295.5,28.5,62,50.13,36,10.11,7,8.1,60,100,93.7,50,74,0.14,1.27,1.32,2.32,2.83,46.69,68.53,49.35,61.95,19.22,60.42,20.36,0.26,72.11,516.6,722,513,0.489,0.48,10.2,120.8
116,1526500,TIOGA RIVER NEAR ERWINS NY,1418.573826,117423.5,43.18796029,99,20,1.08,42.021702,3557.5,42.121185,91.4,85.5,7.33,8,13.54,14.6,66.7,66,268.9,137,271,133,120.4,113,12.1,8.6,12,8,576.3,25.1,0.136,5.26,4.9,6.54,7.53,8.39,11.44,8.91,8.11,9.2,7.67,7.45,6.07,6.69,12.77,17.48,19.8,18.92,15.04,9.09,91,60,0.58,1.88,35.4,1.9,10.88,87.7,381.5,12.4,8.5,25.3,70,57.5,39.2,22.2,14.3,14.1,18.5,27.3,20.7,330,14.5,49.5,60.15,43.89,18.49,7,8.1,60,80.3,54.8,50,67.8,0.12,1.72,1.34,1.82,3.19,49.06,68.63,47.18,61.66,17.32,59.2,23.48,0.25,75.53,523.1,779,520,0.483,0.477,12.3,154.4
117,1527000,COHOCTON RIVER AT COHOCTON NY,56.49758484,1766.3,2.948621499,50,11,1.63,42.566572,142.3,42.500069,92.56,89.4,6.97,6.9,12.53,13.6,68,68,271.6,136.4,270,138,131.8,130,12.5,9.8,12,10,571.1,25.1,0.146,5.12,4.79,5.99,7.6,8.41,10.88,8.74,8.6,10.3,8.29,7.7,6.1,6.16,12.27,17.27,19.7,18.8,14.84,8.95,31,31,0.68,1.65,42.5,1.8,11.33,82.1,376.5,12.4,8.2,21.5,71.3,59.4,40.6,22.9,14.4,15.6,22.3,31.3,22,341.8,21.1,64.3,38.94,23.98,26.61,7,8.1,60,100,53.5,49,74.9,0.13,2.72,1.3,4.83,3.19,53.96,66.08,44.51,59.88,13.77,60.31,25.92,0.25,74.75,504.8,683,508,0.4,0.411,11.8,200.5
118,1527500,COHOCTON RIVER AT AVOCA NY,193.554535,12705.1,13.26797823,25,11,1.51,42.503327,412.4,42.397848,91.79,84.09,6.92,7.3,12.72,14.1,67.3,66,269.8,138.3,268,138,130.1,120,12.3,9.6,11,8,566.6,25.2,0.149,5.01,4.75,5.88,7.56,8.33,10.99,8.83,8.31,10.27,8.22,7.56,6.03,6.16,12.26,17.19,19.59,18.7,14.77,8.88,16,9,0.59,1.52,41.4,1.7,11.22,76,371.8,12.3,8.1,20.9,70.6,59.8,41.7,23.5,14.8,15.9,22.7,31.5,21.6,343.3,26,60.9,46.11,31.68,16.73,7,8.1,60,100,57.6,49,79.6,0.13,2.36,1.32,2.85,3.23,53.11,65.63,44.86,59.42,13.94,61.3,24.76,0.25,74.47,518.8,683,528,0.498,0.526,12.2,167.6
119,1528000,FIVEMILE CREEK NEAR KANONA NY,76.05788531,4616,0.620355015,59,12,1.52,42.503956,174.9,42.388404,93.82,84.56,7.07,7.3,12.93,14.1,67.8,66,271.3,136.8,268,138,122.7,117,11.8,8.8,11,8,571.3,24.5,0.144,5.47,4.87,6.19,7.56,8.59,11.49,8.99,8.36,10.45,8.03,7.74,6.07,6.4,12.47,17.39,19.8,18.98,14.99,9.09,57,45,0.77,1.26,43.7,2,11.55,135.3,371.5,11.5,8.3,22.1,66.9,53.1,36.9,20.7,12.9,13,18,25.6,19.1,308,40.5,51.1,52.58,38.35,14.17,7,8.1,83,52.6,60.9,49,72.7,0.13,2.78,1.34,2.49,3.25,50.56,65.81,45.02,59.71,16.31,58.62,25.07,0.26,73.67,483.8,664,482,0.424,0.419,7.6,126.8
120,3011020,ALLEGHENY RIVER AT SALAMANCA NY,2800.591671,55635.1,120.8301983,114,14,1.32,41.990195,4161.7,42.156452,109.68,114.23,6.72,6.9,13.04,14.2,66.8,67,259.6,151,266,148,153.6,155,16.4,10.9,17,11,551.9,27.8,0.114,7.11,5.85,8.05,8.53,9.32,13.22,10.55,10.06,10.92,8.68,9.1,8.3,6.37,12.23,16.85,19.02,18.23,14.5,8.77,106,60,0.72,2.04,39.3,2.8,11.13,52.9,638.7,18.4,11.4,29.4,94.2,90.8,62.3,37,25.1,28.9,34.2,48.9,33.4,514,5.7,25.5,76.1,66.05,23.63,7,5.3,62,72.1,84.8,50,99.1,0.11,2.58,1.41,0.93,3.89,50.47,72.17,47.3,63.61,19.78,54.6,25.62,0.26,95.3,581.7,787,588,0.45,0.466,14.3,215.1
